날짜,close,volume,tradingValue
2023-06-01,70900,14669296,1040053086400
2023-06-02,72200,12161798,878081815600
2023-06-05,71700,12686829,909645639300
2023-06-07,71000,14796613,1050559523000
2023-06-08,70900,19165568,1358838771200
2023-06-09,72000,15050209,1083615048000
2023-06-12,71000,12064287,856564377000
2023-06-13,72000,13227285,952364520000
2023-06-14,71900,12541046,901701207400
2023-06-15,71500,13614994,973472071000
2023-06-16,71800,15373696,1103831372800
2023-06-19,71200,11100887,790383154400
2023-06-20,71400,11557883,825232846200
2023-06-21,70500,10626603,749175511500
2023-06-22,71300,11411007,813604799100
2023-06-23,71600,12329484,882791054400
2023-06-26,72400,10541901,763233632400
2023-06-27,72600,9442997,685561582200
2023-06-28,72700,8783093,638530861100
2023-06-29,72400,12229967,885449610800
2023-06-30,72200,11694765,844362033000
2023-07-03,73000,10722181,782719213000
2023-07-04,73000,10214350,745647550000
2023-07-05,72000,12310610,886363920000
2023-07-06,71600,14777667,1058080957200
2023-07-07,69900,17308877,1209890502300
2023-07-10,69500,11713926,814117857000
2023-07-11,71500,12177392,870683528000
2023-07-12,71900,10375581,746004273900
2023-07-13,71900,14417279,1036602360100
2023-07-14,73400,15882519,1165776894600
2023-07-17,73300,10060049,737401591700
2023-07-18,72000,11697900,842248800000
2023-07-19,71700,10896412,781272740400
2023-07-20,71000,9732730,691023830000
2023-07-21,70300,16528926,1161983497800
2023-07-24,70400,13418597,944669228800
2023-07-25,70000,14314945,1002046150000
2023-07-26,69800,30016221,2095132225800
2023-07-27,71700,24261179,1739526534300
2023-07-28,70600,19420683,1371100219800
2023-07-31,69800,13035420,909872316000
2023-08-01,71100,12299254,874476959400
2023-08-02,69900,13835020,967067898000
2023-08-03,68800,20087090,1381991792000
2023-08-04,68300,12360193,844201181900
2023-08-07,68500,10968505,751342592500
2023-08-08,67600,14664709,991334328400
2023-08-09,68900,17259673,1189191469700
2023-08-10,68000,10227311,695457148000
2023-08-11,67500,9781038,660220065000
2023-08-14,67300,9352343,629412683900
2023-08-16,67000,13174578,882696726000
2023-08-17,66700,10778652,718936088400
2023-08-18,66300,11745006,778693897800
2023-08-21,66600,9720067,647356462200
2023-08-22,66600,10500242,699316117200
2023-08-23,67100,9549352,640761519200
2023-08-24,68200,15044463,1026032376600
2023-08-25,67100,7032462,471878200200
2023-08-28,66800,5824628,389085150400
2023-08-29,66800,9114352,608838713600
2023-08-30,67100,9181223,616060063300
2023-08-31,66900,15964630,1068033747000
2023-09-01,71000,29738235,2111414685000
2023-09-04,71200,26286495,1871598444000
2023-09-05,70700,12330239,871747897300
2023-09-06,70000,11414620,799023400000
2023-09-07,70400,13741241,967383366400
2023-09-08,70300,10688118,751374695400
2023-09-11,70800,11785462,834410709600
2023-09-12,70500,11688599,824046229500
2023-09-13,70900,15955797,1131266007300
2023-09-14,71700,21041407,1508668881900
