날짜,close,volume,tradingValue
2023-06-01,110015,724710,79728970650
2023-06-02,112866,636594,71849818404
2023-06-05,111237,366885,40811186745
2023-06-07,109811,506033,55567989763
2023-06-08,110219,453165,49947393135
2023-06-09,109098,413499,45111913902
2023-06-12,110219,625901,68986182319
2023-06-13,112052,848981,95130019012
2023-06-14,112765,547587,61748648055
2023-06-15,113478,710441,80619423798
2023-06-16,118979,1131819,134662692801
2023-06-19,139861,3386670,473663052870
2023-06-20,145158,2123477,308239674366
2023-06-21,141389,1550788,219264364532
2023-06-22,140269,935182,131177043958
2023-06-23,136907,645094,88317884258
2023-06-26,134054,679216,91051621664
2023-06-27,132935,445664,59244343840
2023-06-28,130082,493707,64222393974
2023-06-29,127536,682025,86982740400
2023-06-30,129777,606395,78696123915
2023-07-03,132527,537636,71251286172
2023-07-04,134157,509980,68417386860
2023-07-05,135175,426893,57705261275
2023-07-06,134054,392366,52598231764
2023-07-07,133953,349810,46858098930
2023-07-10,134258,545109,73185244122
2023-07-11,143834,1082921,155760859114
2023-07-12,139760,556428,77766377280
2023-07-13,143834,571105,82144316570
2023-07-14,138333,606942,83960107686
2023-07-17,133444,567196,75688903024
2023-07-18,130694,478847,62582429818
2023-07-19,130286,377642,49201465612
2023-07-20,130286,311424,40574187264
2023-07-21,130694,279574,36538644356
2023-07-24,131508,558608,73461420864
2023-07-25,135481,638960,86566939760
2023-07-26,129165,863968,111594426720
2023-07-27,126619,3591339,454731752841
2023-07-28,117654,1471169,173088917526
2023-07-31,124479,1208611,150446688669
2023-08-01,123766,543826,67307168716
2023-08-02,123053,731339,89993457967
2023-08-03,121220,469073,56861029060
2023-08-04,121831,309739,37735812109
2023-08-07,123155,459258,56559918990
2023-08-08,120914,462493,55921878602
2023-08-09,120201,338256,40658709456
2023-08-10,116840,439706,51375249040
2023-08-11,118673,307534,36495982382
2023-08-14,115821,332217,38477705157
2023-08-16,111237,505875,56272017375
2023-08-17,110116,568029,62549081364
2023-08-18,109607,452583,49606264881
2023-08-21,110932,295523,32782957436
2023-08-22,110932,437749,48560372068
2023-08-23,114395,428228,48987142060
2023-08-24,112765,488470,55082319550
2023-08-25,112052,261832,29338799264
2023-08-28,115210,259551,29902870710
2023-08-29,115413,279623,32272129299
2023-08-30,117349,340541,39962145809
2023-08-31,116330,450644,52423416520
2023-09-01,116737,370577,43260047249
2023-09-04,116636,228244,26621467184
2023-09-05,116840,224992,26288065280
2023-09-06,119794,421687,50515572478
2023-09-07,116127,514167,59708671209
2023-09-08,119488,470114,56172981632
2023-09-11,124072,612122,75947200784
2023-09-12,119488,627379,74964261952
