날짜,close,volume,tradingValue
2023-06-01,197500,791585,156338037500
2023-06-02,199500,418613,83513293500
2023-06-05,201000,454150,91284150000
2023-06-07,196400,960900,188720760000
2023-06-08,196700,928559,182647555300
2023-06-09,197100,421616,83100513600
2023-06-12,196200,429448,84257697600
2023-06-13,198000,474628,93976344000
2023-06-14,201000,662184,133098984000
2023-06-15,199700,354685,70830594500
2023-06-16,199400,548562,109383262800
2023-06-19,199300,375749,74886775700
2023-06-20,197900,331277,65559718300
2023-06-21,204000,1028131,209738724000
2023-06-22,202000,392056,79195312000
2023-06-23,199900,349362,69837463800
2023-06-26,200500,307090,61571545000
2023-06-27,206000,806971,166236026000
2023-06-28,206000,630872,129959632000
2023-06-29,204500,320058,65451861000
2023-06-30,206500,563079,116275813500
2023-07-03,208500,545516,113740086000
2023-07-04,208000,424908,88380864000
2023-07-05,205500,586067,120436768500
2023-07-06,206500,643771,132938711500
2023-07-07,204000,476427,97191108000
2023-07-10,205500,511222,105056121000
2023-07-11,207000,538193,111405951000
2023-07-12,203500,503118,102384513000
2023-07-13,203500,540814,110055649000
2023-07-14,208500,655619,136696561500
2023-07-17,203500,517107,105231274500
2023-07-18,201500,501091,100969836500
2023-07-19,202000,491509,99284818000
2023-07-20,200500,531811,106628105500
2023-07-21,200000,508793,101758600000
2023-07-24,199200,614300,122368560000
2023-07-25,200500,492019,98649809500
2023-07-26,198700,1347123,267673340100
2023-07-27,197800,1244827,246226780600
2023-07-28,196800,782058,153909014400
2023-07-31,196000,678535,132992860000
2023-08-01,199400,698965,139373621000
2023-08-02,192500,917045,176531162500
2023-08-03,191700,531818,101949510600
2023-08-04,192200,378998,72843415600
2023-08-07,188000,842043,158304084000
2023-08-08,188400,557129,104963103600
2023-08-09,189400,366474,69410175600
2023-08-10,188400,489856,92288870400
2023-08-11,190500,529916,100948998000
2023-08-14,188800,297138,56099654400
2023-08-16,185800,563291,104659467800
2023-08-17,184800,458036,84645052800
2023-08-18,186100,420787,78308460700
2023-08-21,186100,279766,52064452600
2023-08-22,187900,297596,55918288400
2023-08-23,187500,252159,47279812500
2023-08-24,186400,320108,59668131200
2023-08-25,186200,368503,68615258600
2023-08-28,185400,300125,55643175000
2023-08-29,186700,321448,60014341600
2023-08-30,187800,331121,62184523800
2023-08-31,189100,590270,111620057000
2023-09-01,187400,281460,52745604000
2023-09-04,187300,307475,57590067500
2023-09-05,186600,290618,54229318800
2023-09-06,186700,259552,48458358400
2023-09-07,187200,299030,55978416000
2023-09-08,185700,192047,35663127900
2023-09-11,185500,195283,36224996500
2023-09-12,186200,273908,51001669600
2023-09-13,189800,579550,109998590000
2023-09-14,190700,627998,119759218600
2023-09-15,192200,526604,101213288800
2023-09-18,191000,289943,55379113000
2023-09-19,190000,289352,54976880000
2023-09-20,194900,636780,124108422000
2023-09-21,191900,327599,62866248100
2023-09-22,191500,326229,62472853500
2023-09-25,192900,346374,66815544600
2023-09-26,190700,302642,57713829400
2023-09-27,191100,367983,70321551300
2023-10-04,190800,641075,122317110000
2023-10-05,190500,396264,75488292000
2023-10-06,192200,345787,66460261400
2023-10-10,188400,575373,108400273200
2023-10-11,189400,490998,92995021200
2023-10-12,188000,451893,84955884000
2023-10-13,187100,254250,47570175000
2023-10-16,186800,291429,54438937200
2023-10-17,188500,423633,79854820500
2023-10-18,191800,532948,102219426400
2023-10-19,188900,408555,77176039500
2023-10-20,183500,602367,110534344500
2023-10-23,185400,286602,53136010800
2023-10-24,182800,418638,76527026400
2023-10-25,182000,374888,68229616000
2023-10-26,179500,651245,116898477500
2023-10-27,175600,787539,138291848400
2023-10-30,172500,726773,125368342500
2023-10-31,169700,697296,118331131200
2023-11-01,170300,450423,76707036900
2023-11-02,172000,661435,113766820000
2023-11-03,173400,431491,74820539400
2023-11-06,177900,661383,117660035700
2023-11-07,176100,532443,93763212300
2023-11-08,174800,395162,69074317600
2023-11-09,174700,384071,67097203700
2023-11-10,173700,255065,44304790500
2023-11-13,173300,348523,60399035900
2023-11-14,175200,329429,57715960800
2023-11-15,182500,806741,147230232500
2023-11-16,184800,432174,79865755200
2023-11-17,184400,259919,47929063600
2023-11-20,183600,277906,51023541600
2023-11-21,184200,252833,46571838600
2023-11-22,183000,219027,40081941000
2023-11-23,184800,240354,44417419200
2023-11-24,184000,161656,29744704000
2023-11-27,184900,188306,34817779400
2023-11-28,185700,269820,50105574000
2023-11-29,184800,298485,55160028000
2023-11-30,184300,574490,105878507000
2023-12-01,182800,304309,55627685200
2023-12-04,181600,378913,68810600800
2023-12-05,181400,275980,50062772000
2023-12-06,182900,280528,51308571200
2023-12-07,182600,296154,54077720400
2023-12-08,185100,327749,60666339900
2023-12-11,185400,218073,40430734200
2023-12-12,185600,332590,61728704000
2023-12-13,185000,287425,53173625000
2023-12-14,184800,760383,140518778400
2023-12-15,192800,1228522,236859041600
2023-12-18,192000,482331,92607552000
2023-12-19,192200,272670,52407174000
2023-12-20,199100,961888,191511900800
2023-12-21,198700,545031,108297659700
2023-12-22,199000,347866,69225334000
2023-12-26,198800,409928,81493686400
2023-12-27,198500,331186,65740421000
2023-12-28,203500,766503,155983360500
2024-01-02,200500,373050,74796525000
2024-01-03,193800,548675,106333215000
2024-01-04,190000,505979,96136010000
2024-01-05,187300,440219,82453018700
2024-01-08,185700,323498,60073578600
2024-01-09,185600,349068,64787020800
2024-01-10,186700,330767,61754198900
2024-01-11,187000,538799,100755413000
2024-01-12,186000,240690,44768340000
2024-01-15,187500,251099,47081062500
2024-01-16,186200,225780,42040236000
2024-01-17,181800,481127,87468888600
2024-01-18,180200,433597,78134179400
2024-01-19,181700,288166,52359762200
2024-01-22,180100,391914,70583711400
2024-01-23,184800,376671,69608800800
2024-01-24,185000,345726,63959310000
2024-01-25,188700,778658,146932764600
2024-01-26,187300,468376,87726824800
2024-01-29,195600,1199045,234533202000
2024-01-30,190000,955999,181639810000
2024-01-31,194600,1053355,204982883000
2024-02-01,208000,2855056,593851648000
2024-02-02,227000,5844398,1326678346000
2024-02-05,238000,5742710,1366764980000
2024-02-06,235500,3293825,775695787500
2024-02-07,245000,2711612,664344940000
2024-02-08,250000,3017429,754357250000
2024-02-13,249000,2690468,669926532000
2024-02-14,245500,1702299,417914404500
2024-02-15,240000,2103428,504822720000
2024-02-16,252500,2261790,571101975000
2024-02-19,252500,1801441,454863852500
2024-02-20,242000,1944653,470606026000
2024-02-21,239500,1149137,275218311500
2024-02-22,243500,1475580,359303730000
2024-02-23,244000,1660625,405192500000
2024-02-26,239000,1751340,418570260000
2024-02-27,238500,1265434,301806009000
2024-02-28,248000,1911431,474034888000
2024-02-29,250500,2056620,515183310000
2024-03-04,255500,1854280,473768540000
2024-03-05,249000,1436614,357716886000
2024-03-06,251000,1103072,276871072000
2024-03-07,250000,988457,247114250000
2024-03-08,253000,1210240,306190720000
2024-03-11,243500,1178615,286992752500
2024-03-12,241500,1096802,264877683000
2024-03-13,248500,1413782,351324827000
2024-03-14,251500,1574794,396060691000
2024-03-15,243500,1175933,286339685500
2024-03-18,242500,723835,175529987500
2024-03-19,237500,944727,224372662500
2024-03-20,241000,1230314,296505674000
2024-03-21,252000,1578378,397751256000
2024-03-22,243500,1091572,265797782000
2024-03-25,239500,784822,187964869000
2024-03-26,240500,802094,192903607000
2024-03-27,244000,818180,199635920000
2024-03-28,237000,1050347,248932239000
2024-03-29,233000,852346,198596618000
2024-04-01,227500,898781,204472677500
2024-04-02,220000,1802613,396574860000
2024-04-03,216000,1138600,245937600000
2024-04-04,226000,1357330,306756580000
2024-04-05,225500,1121453,252887651500
2024-04-08,232500,1245057,289475752500
2024-04-09,228000,663665,151315620000
2024-04-11,241000,1853791,446763631000
2024-04-12,238000,997710,237454980000
2024-04-15,241500,1018783,246036094500
2024-04-16,242000,1201766,290827372000
2024-04-17,233500,1029202,240318667000
2024-04-18,231000,1168222,269859282000
2024-04-19,235000,1174278,275955330000
2024-04-22,245000,1314974,322168630000
2024-04-23,249500,1153091,287696204500
2024-04-24,252500,1242059,313619897500
2024-04-25,250000,1297404,324351000000
2024-04-26,249500,980459,244624520500
2024-04-29,251500,852780,214474170000
2024-04-30,251000,545747,136982497000
2024-05-02,249000,602350,149985150000
2024-05-03,241000,727057,175220737000
2024-05-07,242000,799659,193517478000
2024-05-08,242000,444082,107467844000
2024-05-09,237000,704379,166937823000
2024-05-10,241500,455541,110013151500
2024-05-13,245000,550255,134812475000
2024-05-14,246500,670650,165315225000
2024-05-16,247000,559548,138208356000
2024-05-17,244000,408947,99783068000
2024-05-20,250500,860566,215571783000
2024-05-21,253000,576613,145883089000
2024-05-22,277000,3336634,924247618000
2024-05-23,271500,1886248,512116332000
2024-05-24,267500,1059149,283322357500
2024-05-27,265500,1011436,268536258000
2024-05-28,265000,598743,158666895000
2024-05-29,261000,965532,252003852000
2024-05-30,257000,640526,164615182000
2024-05-31,253000,1014549,256680897000
2024-06-03,265000,1186533,314431245000
2024-06-04,259000,660409,171045931000
2024-06-05,264000,882084,232870176000
2024-06-07,265000,519878,137767670000
2024-06-10,267500,945927,253035472500
2024-06-11,271000,967240,262122040000
2024-06-12,270000,567334,153180180000
2024-06-13,269000,1862106,500906514000
2024-06-14,268000,778015,208508020000
2024-06-17,278500,1945849,541918946500
2024-06-18,283000,1667920,472021360000
2024-06-19,286500,1228960,352097040000
2024-06-20,285500,629996,179863858000
2024-06-21,280000,876560,245436800000
2024-06-24,281000,598019,168043339000
2024-06-25,288500,1023261,295210798500
2024-06-26,289500,694207,200972926500
2024-06-27,298000,1157313,344879274000
2024-06-28,295000,761453,224628635000
2024-07-01,286000,864443,247230698000
2024-07-02,272500,1558999,424827227500
2024-07-03,276000,1072157,295915332000
2024-07-04,277500,552767,153392842500
2024-07-05,281000,586121,164700001000
2024-07-08,283000,603805,170876815000
2024-07-09,274500,1135540,311705730000
2024-07-10,274500,672155,184506547500
2024-07-11,278500,653458,181988053000
2024-07-12,271500,666813,181039729500
2024-07-15,268500,541442,145377177000
2024-07-16,274500,552065,151541842500
2024-07-17,268500,512968,137731908000
2024-07-18,260500,1083373,282218666500
2024-07-19,258500,737904,190748184000
2024-07-22,255000,769457,196211535000
2024-07-23,263500,803042,211601567000
2024-07-24,258500,608412,157274502000
2024-07-25,251500,832753,209437379500
2024-07-26,243500,2662741,648377433500
2024-07-29,255500,1302271,332730240500
2024-07-30,250000,594899,148724750000
2024-07-31,249000,594919,148134831000
2024-08-01,253500,734315,186148852500
2024-08-02,244000,889521,217043124000
2024-08-05,224000,1465965,328376160000
2024-08-06,235000,1250180,293792300000
2024-08-07,236000,756779,178599844000
2024-08-08,236500,698685,165239002500
2024-08-09,243000,606967,147492981000
2024-08-12,243500,469844,114407014000
2024-08-13,243000,358474,87109182000
2024-08-14,241000,500276,120566516000
2024-08-16,255000,1113073,283833615000
2024-08-19,255000,739313,188524815000
2024-08-20,256000,660818,169169408000
2024-08-21,252500,359513,90777032500
2024-08-22,248000,497250,123318000000
2024-08-23,252500,449189,113420222500
2024-08-26,249500,469538,117149731000
2024-08-27,247500,555018,137366955000
2024-08-28,259000,1170970,303281230000
2024-08-29,258500,1646679,425666521500
2024-08-30,255500,1206940,308373170000
2024-09-02,246000,1006660,247638360000
2024-09-03,237500,1024521,243323737500
2024-09-04,232500,942257,219074752500
2024-09-05,229000,884047,202446763000
2024-09-06,227500,710077,161542517500
2024-09-09,229500,638085,146440507500
2024-09-10,231000,364974,84308994000
2024-09-11,223500,781938,174763143000
2024-09-12,232000,660069,153136008000
2024-09-13,237000,524969,124417653000
2024-09-19,246000,848380,208701480000
2024-09-20,250500,809348,202741674000
2024-09-23,249000,484728,120697272000
2024-09-24,253000,429463,108654139000
2024-09-25,251500,575575,144757112500
2024-09-26,259000,766978,198647302000
2024-09-27,254500,493853,125685588500
2024-09-30,244000,1032595,251953180000
2024-10-02,237000,1035510,245415870000
2024-10-04,239500,856583,205151628500
2024-10-07,247000,731171,180599237000
2024-10-08,246000,413552,101733792000
2024-10-10,246000,641891,157905186000
2024-10-11,248500,282919,70305371500
2024-10-14,248500,307668,76455498000
2024-10-15,246000,382087,93993402000
2024-10-16,247000,799813,197553811000
