날짜,close,volume,tradingValue
2023-06-01,24164,1027427,24826746028
2023-06-02,24253,797253,19335777009
2023-06-05,25586,1157155,29606967830
2023-06-07,25808,711648,18366211584
2023-06-08,25897,1328798,34411881806
2023-06-09,25764,820562,21140959368
2023-06-12,26741,1849981,49470341921
2023-06-13,24920,2808091,69977627720
2023-06-14,25941,1695768,43989917688
2023-06-15,26297,928974,24429229278
2023-06-16,29451,6507867,191663191017
2023-06-19,30295,2607490,78993909550
2023-06-20,33937,7093552,240733874224
2023-06-21,34914,3976420,138832727880
2023-06-22,34737,3314023,115119216951
2023-06-23,33448,1769567,59188477016
2023-06-26,32738,1153274,37755884212
2023-06-27,33493,1298225,43481449925
2023-06-28,33271,996914,33168325694
2023-06-29,33404,800680,26745914720
2023-06-30,33493,844441,28282862413
2023-07-03,33671,1201360,40450992560
2023-07-04,34115,1220368,41632854320
2023-07-05,34381,1185938,40773734378
2023-07-06,34470,1417386,48857295420
2023-07-07,36513,3181567,116168555871
2023-07-10,37357,1654968,61824639576
2023-07-11,39889,1906121,76033260569
2023-07-12,40867,4217039,172337732813
2023-07-13,43043,2152410,92646183630
2023-07-14,42377,2141847,90765050319
2023-07-17,41844,1765674,73882862856
2023-07-18,41311,1284173,53050470803
2023-07-19,41311,1746845,72163913795
2023-07-20,39401,1583950,62409213950
2023-07-21,39090,1566773,61245156570
2023-07-24,38557,1401841,54050783437
2023-07-25,40289,1960244,78976270516
2023-07-26,38468,1808421,69566339028
2023-07-27,37446,2430199,91001231754
2023-07-28,40156,1534757,61629702092
2023-07-31,41533,1127178,46815083874
2023-08-01,43443,1709395,74261246985
2023-08-02,42111,1169112,49232475432
2023-08-03,40956,995198,40759329288
2023-08-04,41311,1017285,42025060635
2023-08-07,40200,875848,35209089600
2023-08-08,41311,1062324,43885666764
2023-08-09,40556,886800,35965060800
2023-08-10,41267,987037,40732055879
2023-08-11,41222,1545238,63697800836
2023-08-14,38468,1521191,58517175388
2023-08-16,36114,1450909,52398127626
2023-08-17,35359,1149233,40635729647
2023-08-18,33981,849019,28850514639
2023-08-21,33537,929089,31158857793
2023-08-22,31849,2459836,78343316764
2023-08-23,31272,1036756,32421433632
2023-08-24,31139,1891304,58893315256
2023-08-25,31094,1065751,33138461594
2023-08-28,33448,1700388,56874577824
2023-08-29,35758,1955671,69930883618
2023-08-30,35136,1498350,52646025600
2023-08-31,34070,4959473,168969245110
2023-09-01,31094,2129531,66215636914
2023-09-04,32071,1049088,33645301248
2023-09-05,31494,618876,19490880744
2023-09-06,31627,568982,17995193714
2023-09-07,31183,520005,16215315915
2023-09-08,30739,425153,13068778067
2023-09-11,31361,723886,22701788846
2023-09-12,30961,459905,14239118705
2023-09-13,30739,531020,16323023780
2023-09-14,30561,1530049,46759827489
2023-09-15,31494,1044168,32885026992
2023-09-18,31361,535846,16804666406
2023-09-19,30872,946375,29216489000
2023-09-20,31139,500709,15591577551
2023-09-21,31450,650879,20470144550
2023-09-22,30150,1086728,32764849200
2023-09-25,31050,481982,14965541100
2023-09-26,30600,395055,12088683000
2023-09-27,30950,408555,12644777250
2023-10-04,29550,1089434,32192774700
2023-10-05,29250,327018,9565276500
2023-10-06,28800,385571,11104444800
2023-10-10,28650,631716,18098663400
2023-10-11,29600,634507,18781407200
2023-10-12,29600,1587341,46985293600
2023-10-13,27700,780381,21616553700
2023-10-16,27700,623760,17278152000
2023-10-17,27250,821997,22399418250
2023-10-18,26450,987489,26119084050
2023-10-19,25850,1006690,26022936500
2023-10-20,25400,480090,12194286000
2023-10-23,24400,873011,21301468400
2023-10-24,24700,734573,18143953100
2023-10-25,25400,1270166,32262216400
2023-10-26,24650,786377,19384193050
2023-10-27,24400,602767,14707514800
2023-10-30,24750,349122,8640769500
2023-10-31,23600,645204,15226814400
