날짜,close,volume,tradingValue
2023-06-01,34700,973040,33764488000
2023-06-02,34950,880864,30786196800
2023-06-05,35250,993366,35016151500
2023-06-07,35200,1198792,42197478400
2023-06-08,35300,1325381,46785949300
2023-06-09,35700,1058322,37782095400
2023-06-12,35250,851429,30012872250
2023-06-13,35050,1160114,40661995700
2023-06-14,34800,1023378,35613554400
2023-06-15,34800,966209,33624073200
2023-06-16,34800,1931552,67218009600
2023-06-19,34550,847961,29297052550
2023-06-20,34600,588962,20378085200
2023-06-21,34250,803220,27510285000
2023-06-22,34750,747096,25961586000
2023-06-23,34400,659800,22697120000
2023-06-26,34650,711437,24651292050
2023-06-27,34650,825040,28587636000
2023-06-28,34700,1090326,37834312200
2023-06-29,33850,990007,33511736950
2023-06-30,34000,745183,25336222000
2023-07-03,34500,736995,25426327500
2023-07-04,34100,628623,21436044300
2023-07-05,33750,1032890,34860037500
2023-07-06,33050,1322547,43710178350
2023-07-07,32500,1190725,38698562500
2023-07-10,32700,1186474,38797699800
2023-07-11,33150,850131,28181842650
2023-07-12,33350,956132,31887002200
2023-07-13,33350,1362474,45438507900
2023-07-14,34100,1164100,39695810000
2023-07-17,34050,608058,20704374900
2023-07-18,33600,563437,18931483200
2023-07-19,33550,698015,23418403250
2023-07-20,33800,709354,23976165200
2023-07-21,33950,912094,30965591300
2023-07-24,33300,982741,32725275300
2023-07-25,33050,1005611,33235443550
2023-07-26,33400,1714233,57255382200
2023-07-27,35150,2264210,79586981500
2023-07-28,34900,1414357,49361059300
2023-07-31,35050,1144977,40131443850
2023-08-01,35950,1693468,60880174600
2023-08-02,35600,1338210,47640276000
2023-08-03,34950,1154574,40352361300
2023-08-04,35100,1204526,42278862600
2023-08-07,35550,1394643,49579558650
2023-08-08,35650,1141287,40686881550
2023-08-09,35100,896240,31458024000
2023-08-10,34800,992061,34523722800
2023-08-11,34800,966885,33647598000
2023-08-14,34950,610387,21333025650
2023-08-16,34550,748667,25866444850
2023-08-17,34750,857443,29796144250
2023-08-18,34800,938684,32666203200
2023-08-21,35100,864600,30347460000
2023-08-22,34950,712316,24895444200
2023-08-23,35050,659929,23130511450
2023-08-24,35050,558688,19582014400
2023-08-25,35200,654534,23039596800
2023-08-28,35550,503942,17915138100
2023-08-29,35600,482222,17167103200
2023-08-30,35400,560438,19839505200
2023-08-31,35550,1828015,64985933250
2023-09-01,35450,535859,18996201550
2023-09-04,35700,389267,13896831900
2023-09-05,35550,415747,14779805850
2023-09-06,35700,618296,22073167200
2023-09-07,35700,507682,18124247400
2023-09-08,35750,388661,13894630750
2023-09-11,36450,1091526,39786122700
2023-09-12,36000,617219,22219884000
2023-09-13,36750,1148345,42201678750
2023-09-14,36650,1083316,39703531400
2023-09-15,38000,2449194,93069372000
2023-09-18,37700,1212208,45700241600
2023-09-19,37350,628425,23471673750
2023-09-20,37800,710593,26860415400
2023-09-21,37500,955576,35834100000
2023-09-22,37450,663062,24831671900
2023-09-25,37100,961489,35671241900
2023-09-26,35600,1330083,47350954800
2023-09-27,35600,749827,26693841200
2023-10-04,35050,1350546,47336637300
2023-10-05,34300,1010803,34670542900
2023-10-06,35350,872192,30831987200
