날짜,close,volume,tradingValue
2023-06-01,51700,469875,24292537500
2023-06-02,53800,1007967,54228624600
2023-06-05,53100,582537,30932714700
2023-06-07,53700,567499,30474696300
2023-06-08,54200,642899,34845125800
2023-06-09,52900,654562,34626329800
2023-06-12,53700,467491,25104266700
2023-06-13,53000,417603,22132959000
2023-06-14,52600,565777,29759870200
2023-06-15,52500,497201,26103052500
2023-06-16,54000,881578,47605212000
2023-06-19,57300,2610046,149555635800
2023-06-20,57000,1045265,59580105000
2023-06-21,54400,1456569,79237353600
2023-06-22,54300,707447,38414372100
2023-06-23,54500,605203,32983563500
2023-06-26,53700,642368,34495161600
2023-06-27,52700,603841,31822420700
2023-06-28,51900,594492,30854134800
2023-06-29,52200,652367,34053557400
2023-06-30,53300,505076,26920550800
2023-07-03,53300,497907,26538443100
2023-07-04,54200,666279,36112321800
2023-07-05,54700,813008,44471537600
2023-07-06,53800,722409,38865604200
2023-07-07,54000,527456,28482624000
2023-07-10,53500,451190,24138665000
2023-07-11,55400,926962,51353694800
2023-07-12,55200,564518,31161393600
2023-07-13,54500,813775,44350737500
2023-07-14,53900,624640,33668096000
2023-07-17,52500,859688,45133620000
2023-07-18,52600,463403,24374997800
2023-07-19,52300,590925,30905377500
2023-07-20,52400,356663,18689141200
2023-07-21,52200,481579,25138423800
2023-07-24,51300,750812,38516655600
2023-07-25,51700,566900,29308730000
2023-07-26,49150,1195942,58780549300
2023-07-27,48150,1394094,67125626100
2023-07-28,48200,657489,31690969800
2023-07-31,49200,595184,29283052800
2023-08-01,49100,456372,22407865200
2023-08-02,49800,772584,38474683200
2023-08-03,48850,501410,24493878500
2023-08-04,49250,517701,25496774250
2023-08-07,49200,402330,19794636000
2023-08-08,47700,965628,46060455600
2023-08-09,48200,532374,25660426800
2023-08-10,47000,576113,27077311000
2023-08-11,49300,675187,33286719100
2023-08-14,47950,516315,24757304250
2023-08-16,46500,499641,23233306500
2023-08-17,47300,473287,22386475100
2023-08-18,46950,369818,17362955100
2023-08-21,47650,365967,17438327550
2023-08-22,48050,371741,17862155050
2023-08-23,48600,321409,15620477400
2023-08-24,48400,345262,16710680800
2023-08-25,48500,260270,12623095000
2023-08-28,49050,313584,15381295200
2023-08-29,50100,509797,25540829700
2023-08-30,50200,283348,14224069600
2023-08-31,50600,521872,26406723200
