날짜,close,volume,tradingValue
2023-06-01,78400,85985,6741224000
2023-06-02,80200,121534,9747026800
2023-06-05,79900,73798,5896460200
2023-06-07,80400,66383,5337193200
2023-06-08,80300,72510,5822553000
2023-06-09,82000,151193,12397826000
2023-06-12,82500,154094,12712755000
2023-06-13,81400,148098,12055177200
2023-06-14,81400,89565,7290591000
2023-06-15,81300,95188,7738784400
2023-06-16,83500,164049,13698091500
2023-06-19,86800,441695,38339126000
2023-06-20,84600,229619,19425767400
2023-06-21,82200,171453,14093436600
2023-06-22,82300,94100,7744430000
2023-06-23,80600,107168,8637740800
2023-06-26,81500,114767,9353510500
2023-06-27,80200,84390,6768078000
2023-06-28,79600,68522,5454351200
2023-06-29,80600,112302,9051541200
2023-06-30,81100,76927,6238779700
2023-07-03,81200,69864,5672956800
2023-07-04,83500,153387,12807814500
2023-07-05,86700,369445,32030881500
2023-07-06,86000,178779,15374994000
2023-07-07,85400,95729,8175256600
2023-07-10,85700,123464,10580864800
2023-07-11,89500,268131,23997724500
2023-07-12,88500,173015,15311827500
2023-07-13,87100,167323,14573833300
2023-07-14,86600,121888,10555500800
2023-07-17,80600,393148,31687728800
2023-07-18,80000,159644,12771520000
2023-07-19,80000,114367,9149360000
2023-07-20,80700,105292,8497064400
2023-07-21,80000,62914,5033120000
2023-07-24,78500,178249,13992546500
2023-07-25,79500,95521,7593919500
2023-07-26,76600,169068,12950608800
2023-07-27,75300,194977,14681768100
2023-07-28,72600,295655,21464553000
2023-07-31,76700,194980,14954966000
2023-08-01,77000,129342,9959334000
2023-08-02,76500,127105,9723532500
2023-08-03,75300,99056,7458916800
2023-08-04,76000,108588,8252688000
2023-08-07,77300,92798,7173285400
2023-08-08,77500,91539,7094272500
2023-08-09,77200,51578,3981821600
2023-08-10,74800,123405,9230694000
2023-08-11,78100,127269,9939708900
2023-08-14,76500,64017,4897300500
2023-08-16,74200,127894,9489734800
2023-08-17,75100,84943,6379219300
2023-08-18,75100,68159,5118740900
2023-08-21,77400,124962,9672058800
2023-08-22,77600,109743,8516056800
2023-08-23,78400,109755,8604792000
2023-08-24,78700,64262,5057419400
2023-08-25,78700,66058,5198764600
2023-08-28,79500,103788,8251146000
2023-08-29,83200,213173,17735993600
2023-08-30,83000,109215,9064845000
2023-08-31,84800,167642,14216041600
2023-09-01,83900,87979,7381438100
2023-09-04,83500,78430,6548905000
2023-09-05,82900,63852,5293330800
2023-09-06,86200,289423,24948262600
2023-09-07,83100,153615,12765406500
2023-09-08,84800,177638,15063702400
2023-09-11,85100,133133,11329618300
2023-09-12,84100,126571,10644621100
2023-09-13,84100,84020,7066082000
2023-09-14,84100,57778,4859129800
2023-09-15,84400,97838,8257527200
2023-09-18,84600,63080,5336568000
2023-09-19,85300,87803,7489595900
2023-09-20,86000,128684,11066824000
2023-09-21,85600,142712,12216147200
2023-09-22,84600,110408,9340516800
2023-09-25,84300,112821,9510810300
2023-09-26,83800,85931,7201017800
2023-09-27,87900,167189,14695913100
2023-10-04,85300,104755,8935601500
2023-10-05,84900,71870,6101763000
2023-10-06,86200,81596,7033575200
2023-10-10,91700,983331,90171452700
2023-10-11,91100,362327,33007989700
2023-10-12,88000,311340,27397920000
2023-10-13,89500,194421,17400679500
2023-10-16,86200,332169,28632967800
2023-10-17,83400,254071,21189521400
2023-10-18,85600,309263,26472912800
2023-10-19,85200,175501,14952685200
2023-10-20,88000,306975,27013800000
2023-10-23,91500,458340,41938110000
2023-10-24,87800,423047,37143526600
2023-10-25,89400,319232,28539340800
2023-10-26,88000,194490,17115120000
2023-10-27,85800,269885,23156133000
2023-10-30,90300,221848,20032874400
2023-10-31,87100,172523,15026753300
2023-11-01,88400,149026,13173898400
2023-11-02,88500,179588,15893538000
2023-11-03,90700,169852,15405576400
2023-11-06,90700,220685,20016129500
2023-11-07,90800,158020,14348216000
2023-11-08,90500,137365,12431532500
2023-11-09,93400,272888,25487739200
2023-11-10,98800,380489,37592313200
2023-11-13,97000,191772,18601884000
2023-11-14,97700,124909,12203609300
2023-11-15,96200,187874,18073478800
2023-11-16,93500,193991,18138158500
2023-11-17,93600,82026,7677633600
2023-11-20,93000,56826,5284818000
2023-11-21,92200,85516,7884575200
2023-11-22,93800,158333,14851635400
2023-11-23,93500,97061,9075203500
2023-11-24,91500,161441,14771851500
2023-11-27,91900,99795,9171160500
2023-11-28,95000,143883,13668885000
2023-11-29,95400,172109,16419198600
2023-11-30,97500,169984,16573440000
2023-12-01,100100,291735,29202673500
2023-12-04,100100,176633,17680963300
2023-12-05,98000,149091,14610918000
2023-12-06,97300,158349,15407357700
2023-12-07,98300,174331,17136737300
2023-12-08,98600,146428,14437800800
2023-12-11,128100,5475435,701403223500
2023-12-12,133600,4027572,538083619200
2023-12-13,127500,1432293,182617357500
2023-12-14,127000,1113561,141422247000
2023-12-15,130100,1144691,148924299100
2023-12-18,138100,1740230,240325763000
2023-12-19,138000,1111680,153411840000
2023-12-20,137500,631833,86877037500
2023-12-21,138500,510154,70656329000
2023-12-22,135700,1148691,155877368700
2023-12-26,130600,455290,59460874000
2023-12-27,130300,487126,63472517800
2023-12-28,130500,253060,33024330000
2024-01-02,128300,267529,34323970700
2024-01-03,130500,347854,45394947000
2024-01-04,126100,564684,71206652400
2024-01-05,123200,508621,62662107200
2024-01-08,120500,277309,33415734500
2024-01-09,119800,266216,31892676800
2024-01-10,123800,327498,40544252400
2024-01-11,124500,332269,41367490500
2024-01-12,126100,423838,53445971800
2024-01-15,122600,269188,33002448800
2024-01-16,120600,154156,18591213600
2024-01-17,120500,235620,28392210000
2024-01-18,121300,232632,28218261600
2024-01-19,121400,180426,21903716400
2024-01-22,123900,183486,22733915400
2024-01-23,122600,177700,21786020000
2024-01-24,119000,223838,26636722000
2024-01-25,116300,234155,27232226500
2024-01-26,113000,262768,29692784000
2024-01-29,108500,325019,35264561500
2024-01-30,105600,312101,32957865600
2024-01-31,105100,247494,26011619400
2024-02-01,105400,183940,19387276000
2024-02-02,106900,208781,22318688900
2024-02-05,108900,193152,21034252800
2024-02-06,113000,330331,37327403000
2024-02-07,113400,1024257,116150743800
